aa_ocompra;t_ocompra;n_ocompra;o_ente;c_unid_ejec;aa_oca_original;n_oca_original;fh_estado;c_numcred;c_juris;c_sjuris;c_entidad;c_inciso;c_pprincipal;c_pparcial;c_ubica_geo;i_total;e_ocompra
2025;SPR;2869;120202;9764;2021;65641;2025-02-13 16:24:15;18619;55;0;0;3;3;5;1;67014640;C
2025;SPR;6561;32321;3138;2022;37628;2025-03-11 11:19:05;7697;35;0;0;3;3;5;4;771150,2;C
2025;SPR;2731;275932;2051;2021;65645;2025-02-13 15:39:05;2821;21;0;0;3;3;5;4;6716710;C
2025;SPR;2734;275932;3161;2021;65645;2025-02-13 15:39:07;26473;20;21;0;3;3;5;1;3772828,18;C
2025;SPR;2763;94546;3125;2021;65642;2025-02-13 15:49:07;7413;31;0;0;3;3;5;4;2750632,5;C
2025;SPR;5308;124204;9761;2024;56498;2025-02-28 13:14:04;43532;55;0;0;3;3;1;1;406236217,6;C
2025;SPR;2792;311990;3126;2021;65644;2025-02-13 15:59:08;7415;31;0;0;3;3;5;3;5065060;C
2025;SPR;2799;311990;7170;2021;65644;2025-02-13 15:59:17;24177;60;0;0;3;3;5;4;1558480;C
2025;SPR;2803;311990;730;2021;65644;2025-02-13 15:59:22;2022;9;0;0;3;3;5;1;6006000;C
2025;SPR;2740;275932;9764;2021;65645;2025-02-13 15:39:13;18619;55;0;0;3;3;5;1;12467840;C
2025;SPR;6415;94546;582;2023;84680;2025-03-10 14:44:06;22183;55;0;0;3;3;5;1;71944200;C
2025;SPR;6431;124204;3138;2022;37659;2025-03-10 15:29:06;7697;35;0;0;3;3;5;4;2287686,24;C
2025;SPR;4565;94546;582;2023;84483;2025-02-26 12:24:04;22183;55;0;0;3;3;5;1;73642600;C
2025;SPR;9985;32321;3138;2022;37628;2025-03-27 13:39:03;7697;35;0;0;3;3;5;4;1996120,72;C
2025;SPR;2744;32321;500;2021;65639;2025-02-13 15:44:05;17436;50;0;0;3;3;5;1;208768179,3;C
2025;SPR;2750;32321;7170;2021;65639;2025-02-13 15:44:11;24177;60;0;0;3;3;5;4;7792400;C
2025;SPR;2752;32321;9764;2021;65639;2025-02-13 15:44:12;18619;55;0;0;3;3;5;1;52547880;C
2025;SPR;2783;94546;9764;2021;65642;2025-02-13 15:54:14;18619;55;0;0;3;3;5;1;18312140;C
2025;SPR;2843;26296;401;2021;65640;2025-02-13 16:19:05;14168;40;0;0;3;3;5;1;7978740;C
2025;SPR;2846;26296;2051;2021;65640;2025-02-13 16:19:08;2821;21;0;0;3;3;5;4;26773670;C
2025;SPR;2849;26296;3163;2021;65640;2025-02-13 16:19:12;35983;20;21;934;3;3;5;1;389620;C
2025;SPR;12960;32321;3138;2022;37628;2025-04-11 17:49:04;7697;35;0;0;3;3;5;4;1665582;C
2025;SPR;3963;124204;3138;2022;37659;2025-02-21 12:44:05;7697;35;0;0;3;3;5;4;2287686,24;C
2025;SPR;9949;49584;3138;2022;37672;2025-03-27 12:44:03;7697;35;0;0;3;3;5;4;300982,24;C
2025;SPR;6452;83261;3138;2022;37695;2025-03-10 16:49:05;7697;35;0;0;3;3;5;4;524101,9;C
2025;SPR;4634;83261;1112;2021;65643;2025-02-26 15:19:06;41674;20;27;112;3;3;5;4;6500168,18;C
2025;SPR;19362;94546;582;2023;84680;2025-05-20 15:19:06;22183;55;0;0;3;3;5;1;76688600;C
2025;SPR;22009;215724;3204;2021;32662;2025-06-03 14:44:06;6342;29;0;0;3;3;3;4;3801160,45;C
2025;SPR;20783;49584;3204;2021;32623;2025-05-28 09:49:07;6340;29;0;0;3;3;1;4;1443000;C
2025;SPR;23903;193944;3204;2021;32565;2025-06-11 12:29:06;6340;29;0;0;3;3;1;4;40000;C
2015;SPR;34;116793;318;2014;56571;2015-03-04 10:41:29;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;45;116793;318;2014;56571;2015-03-04 10:41:34;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;56;116793;318;2014;56571;2015-03-04 10:41:39;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;58;116793;318;2014;56571;2015-03-04 10:41:41;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;68;116793;318;2014;56571;2015-03-04 10:41:52;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;8668;116793;318;2014;56571;2015-05-12 10:20:51;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;6187;116793;318;2014;56571;2015-04-13 11:22:12;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;11584;116793;318;2014;56571;2015-07-01 11:43:36;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;8657;116793;318;2014;56571;2015-05-12 10:20:42;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;6112;116793;318;2014;56571;2015-04-13 10:49:30;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;11593;116793;318;2014;56571;2015-07-01 11:43:42;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;6119;116793;318;2014;56571;2015-04-13 10:49:38;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;6105;116793;318;2014;56571;2015-04-23 12:03:48;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;3774;116793;318;2014;56571;2015-03-16 11:46:16;3673;21;0;0;3;3;5;1;10303;C
2015;SPR;3798;116793;318;2014;56571;2015-03-16 11:46:59;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;3803;116793;318;2014;56571;2015-03-16 11:47:21;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;3813;116793;318;2014;56571;2015-03-16 11:47:48;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;3821;116793;318;2014;56571;2015-03-16 11:47:58;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;3826;116793;318;2014;56571;2015-03-16 11:48:03;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;14959;116793;318;2014;56571;2015-07-22 10:59:22;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;14934;116793;318;2014;56571;2015-07-22 10:59:05;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;27456;116793;318;2014;56571;2015-11-23 11:56:07;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21041;116793;318;2014;56571;2015-09-23 11:00:24;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21000;116793;318;2014;56571;2015-09-23 11:31:38;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;20784;116793;318;2014;56571;2015-09-16 11:56:39;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;20795;116793;318;2014;56571;2015-09-16 11:57:54;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;20799;116793;318;2014;56571;2015-09-16 11:57:58;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;20965;116793;318;2014;56571;2015-09-16 11:53:24;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;24271;73450;578;2015;24092;2015-11-30 14:42:15;256230;55;0;0;3;3;5;1;141997,62;C
2015;SPR;31736;116793;318;2014;56571;2016-01-28 00:00:00;3673;21;0;0;3;3;5;1;9301,5;I
2015;SPR;32015;116793;318;2014;56571;2016-01-21 11:57:21;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;32017;116793;318;2014;56571;2016-01-21 11:57:42;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21018;116793;318;2014;56571;2015-09-23 11:34:18;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21019;116793;318;2014;56571;2015-09-23 11:34:20;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21020;116793;318;2014;56571;2015-09-23 11:34:23;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21029;116793;318;2014;56571;2015-09-23 11:06:14;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21033;116793;318;2014;56571;2015-09-23 11:20:38;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21035;116793;318;2014;56571;2015-09-23 11:17:01;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;21036;116793;318;2014;56571;2015-09-23 11:05:05;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;24576;116793;318;2014;56571;2015-10-28 13:20:11;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;24584;116793;318;2014;56571;2015-10-28 13:20:16;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;24588;116793;318;2014;56571;2015-10-28 13:20:19;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;24595;116793;318;2014;56571;2015-10-28 13:20:25;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;24611;116793;318;2014;56571;2015-10-28 13:20:34;3673;21;0;0;3;3;5;1;2003;C
2015;SPR;31765;116793;318;2014;56571;2016-01-21 11:55:55;3673;21;0;0;3;3;5;1;2003;C
2016;SPR;8127;116793;9050;2014;56571;2016-05-18 10:34:26;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;8122;116793;9050;2014;56571;2016-05-18 10:34:15;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;8266;116793;9050;2014;56571;2016-05-27 10:11:25;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;11676;116793;9050;2014;56571;2016-06-09 11:27:12;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;11757;116793;9050;2014;56571;2016-06-09 11:27:07;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;8101;116793;9050;2014;56571;2016-04-25 12:41:09;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;8104;116793;9050;2014;56571;2016-04-25 12:41:11;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;8108;116793;9050;2014;56571;2016-04-25 12:41:17;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;9868;116793;9050;2014;56571;2016-07-11 14:16:00;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;16827;116793;9050;2014;56571;2016-08-23 11:11:08;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24095;116793;9050;2014;56571;2016-10-03 09:11:37;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24221;116793;9050;2014;56571;2016-10-03 09:12:14;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;19630;116793;9050;2014;56571;2016-08-23 11:33:31;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;19631;116793;9050;2014;56571;2016-08-23 11:33:32;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;31795;116793;9050;2014;56571;2016-11-30 10:59:10;10324;30;0;0;3;3;5;1;2003;C
2018;SPR;12035;120202;112;2017;58305;2018-05-03 11:29:04;66621;20;27;210;3;3;5;1;587450;C
2018;SPR;24962;226349;2175;2018;32019;2018-08-16 11:39:08;4876;21;0;0;3;3;1;1;1222093,27;C
2018;SPR;24051;215266;8738;2017;45222;2018-08-10 11:54:44;93470;35;0;0;3;3;1;1;2057052,63;C
2018;SPR;42859;82619;2175;2018;30353;2018-12-27 14:24:04;4876;21;0;0;3;3;1;1;1190860,52;C
2019;SPR;138;120202;112;2017;58305;2019-01-18 16:39:03;43436;20;27;210;3;3;5;3;3524700;C
2019;SPR;11439;226349;2175;2018;45230;2019-04-11 12:14:03;52350;21;0;0;3;3;1;1;757974,29;C
2019;SPR;20297;226349;2175;2018;45230;2019-06-11 15:44:02;52350;21;0;0;3;3;1;1;634378,14;C
2019;SPR;29541;226349;2175;2019;37529;2019-08-15 12:39:02;52346;21;0;0;3;3;1;1;1058918,01;C
2019;SPR;40160;216656;8857;2019;43555;2019-10-24 16:30:23;52802;35;0;0;3;3;5;1;2674197,4;C
2019;SPR;24287;196912;9764;2019;20213;2019-11-08 16:36:23;43891;55;0;0;3;3;5;1;230910;Z
2019;SPR;42811;227647;8916;2019;31898;2019-11-11 15:19:06;59164;35;35;0;3;3;1;7;3136662,41;C
2019;SPR;42537;160383;8857;2019;43545;2019-11-08 17:00:10;52802;35;0;0;3;3;5;1;557024,68;C
2019;SPR;49719;160383;8857;2019;43545;2019-12-30 15:40:58;52802;35;0;0;3;3;5;1;1088459,65;C
2019;SPR;49621;25975;9764;2019;52184;2020-02-28 14:48:57;43891;55;0;0;3;3;5;1;286200;Z
2020;SPR;6041;157705;7166;2019;31815;2020-02-27 15:18:53;53010;35;0;0;3;3;1;1;2302572,28;C
2020;SPR;5669;157705;7166;2019;31815;2020-02-21 16:54:01;53010;35;0;0;3;3;1;1;2644143,18;C
2019;SPR;49616;82619;2175;2019;44929;2019-12-27 14:14:02;70213;21;0;0;3;3;1;1;1249037,2;C
2020;SPR;21991;216656;8030;2019;43555;2020-07-07 11:54:01;45810;21;0;0;3;3;5;10;298735,11;C
2020;SPR;16968;82619;7450;2019;44929;2020-05-29 13:54:02;16951;45;0;0;3;3;1;1;2116554,75;C
2020;SPR;19532;44630;7166;2019;31897;2020-06-18 13:27:33;53010;35;0;0;3;3;1;1;5339240,56;C
2020;SPR;14629;226349;7450;2019;37529;2020-05-11 12:14:03;16951;45;0;0;3;3;1;1;1188176,26;C
2020;SPR;22017;21799;8030;2019;43516;2020-07-07 12:19:01;45818;21;0;0;3;3;5;4;812972,99;C
2020;SPR;22128;124204;8030;2019;43534;2020-07-07 17:54:01;45820;21;0;0;3;3;5;6;93742,35;C
2020;SPR;22129;21799;8030;2019;43516;2020-07-07 17:54:03;45808;21;0;0;3;3;5;1;24865,17;C
2020;SPR;22129;21799;8030;2019;43516;2020-07-07 17:54:03;45818;21;0;0;3;3;5;4;390554,73;C
2020;SPR;21996;160383;8030;2019;43545;2020-07-07 11:59:01;45815;21;0;0;3;3;5;15;1086247,15;C
2020;SPR;15120;198565;7411;2020;21781;2020-05-13 12:54:01;17063;45;0;0;3;3;1;8;297879,26;C
2020;SPR;20802;32321;897;2020;349;2021-03-15 00:00:00;37497;26;26;0;3;3;5;4;23779928,16;Z
2020;SPR;6539;226349;7450;2019;37529;2020-03-02 13:44:02;16951;45;0;0;3;3;1;1;1645372,75;C
2020;SPR;22049;67400;8030;2019;43539;2020-07-07 14:44:01;45813;21;0;0;3;3;5;13;103060,08;C
2020;SPR;22051;160383;8030;2019;43545;2020-07-07 14:49:01;45811;21;0;0;3;3;5;11;29214,95;C
2020;SPR;21902;198565;7411;2020;21781;2020-07-06 16:34:02;17063;45;0;0;3;3;1;8;153236,76;C
2020;SPR;8336;82619;7450;2019;44929;2020-03-12 12:19:02;16951;45;0;0;3;3;1;1;1249037,2;C
2020;SPR;30218;198565;7411;2020;21781;2020-09-08 15:54:02;17063;45;0;0;3;3;1;8;297517,98;C
2020;SPR;43824;226349;7450;2020;26261;2020-12-17 16:59:03;16955;45;0;0;3;3;1;1;1290038,27;C
2020;SPR;38592;60721;672;2020;36823;2021-01-22 00:00:00;66576;55;0;0;3;3;5;1;3110485,85;Z
2020;SPR;45379;60721;672;2020;36823;2021-01-21 00:00:00;66576;55;0;0;3;3;5;1;39245,5;Z
2020;SPR;34117;41291;7211;2020;37067;2020-10-07 14:59:05;36340;20;23;0;3;3;9;14;175997,88;C
2020;SPR;34118;41291;7211;2020;37067;2020-10-07 14:59:06;36335;20;23;0;3;3;1;14;1179013;C
2020;SPR;34118;41291;7211;2020;37067;2020-10-07 14:59:06;36337;20;23;0;3;3;3;14;144547,92;C
2020;SPR;34118;41291;7211;2020;37067;2020-10-07 14:59:06;36340;20;23;0;3;3;9;14;215108,52;C
2020;SPR;43602;41291;7211;2020;37067;2020-12-16 12:49:03;36337;20;23;0;3;3;3;14;34165,87;C
2020;SPR;43602;41291;7211;2020;37067;2020-12-16 12:49:03;36340;20;23;0;3;3;9;14;67791,78;C
2020;SPR;40643;60721;672;2020;36823;2021-01-21 00:00:00;66576;55;0;0;3;3;5;1;6822361,34;Z
2020;SPR;40644;33819;672;2020;36824;2021-01-21 00:00:00;66576;55;0;0;3;3;5;1;8167268;Z
2021;SPR;15312;193944;7201;2020;46024;2021-05-05 18:49:07;35420;26;26;0;3;3;1;4;6213838,21;C
2021;SPR;6893;226349;7450;2020;26261;2021-03-09 11:29:04;18122;45;0;0;3;3;1;1;534408,4;C
2021;SPR;7343;41291;7211;2020;37067;2021-03-11 16:44:04;44363;20;23;0;3;3;1;14;38767,68;C
2021;SPR;7344;41291;7211;2020;37067;2021-03-11 16:44:04;47349;20;23;0;3;3;3;14;45992,52;C
2022;SPR;8806;32321;7170;2021;65639;2022-03-11 12:29:03;46127;60;0;0;3;3;5;9;421084;C
2021;SPR;622;79225;9764;2019;52253;2021-02-11 14:27:20;24507;55;0;0;3;3;5;1;38199000;Z
2021;SPR;15565;160383;8030;2019;43545;2021-05-06 16:59:03;5927;21;0;0;3;3;5;15;543548,3;C
2021;SPR;12474;226349;672;2020;36826;2021-08-02 00:00:00;44302;55;0;0;3;3;5;1;17853450;Z
2021;SPR;6139;226349;672;2020;36826;2021-03-30 00:00:00;44302;55;0;0;3;3;5;1;13895450;Z
2021;SPR;6131;60721;672;2020;36823;2021-04-06 00:00:00;44302;55;0;0;3;3;5;1;8990103,34;Z
2021;SPR;7604;226349;672;2020;36826;2021-05-14 00:00:00;44302;55;0;0;3;3;5;1;17270200;Z
2021;SPR;18183;198565;7411;2020;21781;2021-05-27 17:39:02;15657;45;0;0;3;3;1;8;198188,24;C
2021;SPR;6440;41291;7211;2020;37067;2021-03-04 13:24:02;33704;20;23;0;3;3;3;14;65703,6;C
2021;SPR;6440;41291;7211;2020;37067;2021-03-04 13:24:02;42771;20;23;0;3;3;9;14;32592,2;C
2021;SPR;34717;82619;494;2019;44929;2021-09-09 12:29:03;60399;45;0;0;3;3;1;1;711951,2;C
2021;SPR;28697;41291;7211;2020;37067;2021-08-03 18:19:03;44363;20;23;0;3;3;1;14;46880,5;C
2021;SPR;21229;32321;7201;2020;46037;2021-06-15 12:54:07;35420;26;26;0;3;3;1;4;3263050,64;C
2021;SPR;27884;41291;7211;2020;37067;2021-07-29 17:34:02;44363;20;23;0;3;3;1;14;37504,4;C
2021;SPR;36470;226349;489;2021;27271;2021-09-21 13:09:02;60399;45;0;0;3;3;1;1;4900963,83;C
2021;SPR;22005;226349;672;2020;36826;2021-09-22 00:00:00;44302;55;0;0;3;3;5;1;17853450;Z
2021;SPR;31529;94546;672;2021;37243;2022-01-26 22:57:34;44302;55;0;0;3;3;5;1;14571884,3;Z
2021;SPR;31816;41291;7211;2020;37067;2021-08-24 18:04:02;44363;20;23;0;3;3;1;14;76243,44;C
2021;SPR;30986;193944;7201;2021;32565;2021-08-19 11:59:04;35432;26;26;0;3;3;3;4;1454402,44;C
2021;SPR;30991;202308;7201;2020;46098;2021-08-19 11:59:06;35420;26;26;0;3;3;1;4;3021317,65;C
2021;SPR;29859;160383;8030;2019;43545;2021-08-10 15:34:02;5927;21;0;0;3;3;5;15;161179,67;C
2021;SPR;34397;41291;7211;2020;37067;2021-09-07 16:34:04;44363;20;23;0;3;3;1;14;20353,41;C
2021;SPR;38819;41291;7211;2020;37067;2021-10-05 16:24:03;44363;20;23;0;3;3;1;14;318864,21;C
2021;SPR;40050;32930;7201;2020;46005;2021-10-14 12:04:04;35420;26;26;0;3;3;1;4;2847990,84;C
2021;SPR;35616;127314;7201;2021;32557;2021-09-15 10:39:07;35420;26;26;0;3;3;1;4;192000;C
2021;SPR;30146;32847;7201;2020;46014;2021-08-12 11:44:10;35420;26;26;0;3;3;1;4;2887367,48;C
2021;SPR;49899;94546;672;2021;37242;2022-01-27 19:13:39;44302;55;0;0;3;3;5;1;14815006;Z
2021;SPR;53456;202308;7201;2020;46098;2021-12-30 11:59:03;35420;26;26;0;3;3;1;4;4122200;C
2021;SPR;53463;49584;7201;2021;32623;2021-12-30 11:59:07;35420;26;26;0;3;3;1;4;519000;C
2021;SPR;41576;41291;7211;2020;37067;2021-10-22 12:44:02;44363;20;23;0;3;3;1;14;38767,68;C
2021;SPR;41577;41291;7211;2020;37067;2021-10-22 12:44:03;44363;20;23;0;3;3;1;14;176069,9;C
2021;SPR;41577;41291;7211;2020;37067;2021-10-22 12:44:03;33941;20;23;0;3;3;6;14;28351,9;C
2021;SPR;53468;193944;7201;2020;46024;2021-12-30 11:59:10;35420;26;26;0;3;3;1;4;6557567,95;C
2021;SPR;52575;41291;7211;2020;37067;2021-12-22 16:24:03;42771;20;23;0;3;3;9;14;172086,82;C
2022;SPR;161;32321;7411;2021;65639;2023-01-18 17:52:15;39390;45;0;0;3;3;5;9;200831,4;Z
2022;SPR;167;311990;9611;2021;65644;2022-01-26 16:34:06;39398;20;21;0;3;3;5;4;197536,69;C
2022;SPR;171;26296;7411;2021;65640;2023-01-19 12:01:53;39386;45;0;0;3;3;5;5;1879361,85;Z
2021;SPR;44584;32321;7123;2021;29901;2021-11-08 15:55:47;50866;70;0;0;3;3;5;4;3193083;C
2021;SPR;41595;226349;672;2021;37225;2022-01-26 22:29:36;44302;55;0;0;3;3;5;1;514261,15;Z
2021;SPR;41597;94546;672;2021;37243;2022-01-26 22:59:22;44302;55;0;0;3;3;5;1;299732;Z
2021;SPR;48915;311990;763;2021;65644;2023-01-18 21:33:20;65398;26;0;0;3;3;5;4;493841,73;Z
2021;SPR;48914;311990;112;2021;65644;2023-01-18 21:33:32;65397;20;27;210;3;3;5;4;2791126,55;Z
2021;SPR;46969;226349;489;2021;27271;2021-11-24 09:54:02;60399;45;0;0;3;3;1;1;5100470,56;C
2021;SPR;41224;160383;8030;2019;43545;2021-10-20 17:49:03;5927;21;0;0;3;3;5;15;964566,65;C
2022;SPR;220;226349;489;2021;32296;2022-01-31 11:04:03;16064;45;0;0;3;3;1;1;3535410,26;C
2021;SPR;41898;127314;7201;2021;32557;2021-10-25 13:54:03;35432;26;26;0;3;3;3;4;1626000;C
2021;SPR;42880;226349;489;2021;32296;2021-10-29 13:29:02;60403;45;0;0;3;3;1;1;3256118,81;C
2022;SPR;16144;94546;7411;2021;65642;2023-01-19 11:31:09;39395;45;0;0;3;3;5;89;46237608,9;Z
2021;SPR;47377;41291;7211;2020;37067;2021-11-25 18:49:01;44363;20;23;0;3;3;1;14;38767,68;C
2021;SPR;48908;311990;7411;2021;65644;2023-01-18 21:33:53;65403;45;0;0;3;3;5;4;1401253,52;Z
2021;SPR;46215;49584;7201;2021;32623;2021-11-17 16:04:06;35432;26;26;0;3;3;3;4;2651250;C
2021;SPR;46216;193944;7201;2020;46024;2021-11-17 16:04:07;35420;26;26;0;3;3;1;4;6621937,06;C
2021;SPR;46218;32930;7201;2020;46005;2021-11-17 16:04:08;35420;26;26;0;3;3;1;4;3340664,13;C
2021;SPR;51051;96905;7123;2021;59528;2021-12-15 13:19:02;56156;70;0;0;3;3;1;4;26458,45;C
2021;SPR;44829;193944;7201;2021;32565;2021-11-09 17:34:03;35432;26;26;0;3;3;3;4;1147557,94;C
2021;SPR;49907;33819;672;2021;37210;2022-01-27 19:13:15;44302;55;0;0;3;3;5;1;19444795;Z
2021;SPR;44122;198565;7411;2020;21781;2021-11-04 12:29:02;15657;45;0;0;3;3;1;8;502279,05;C
2021;SPR;46865;96905;7123;2021;59528;2021-11-23 15:09:03;56156;70;0;0;3;3;1;4;1089042,95;C
2022;SPR;172;94546;7411;2021;65642;2023-01-19 11:40:32;39393;45;0;0;3;3;5;13;3236142,27;Z
2022;SPR;16452;94546;642;2021;65642;2023-01-19 11:30:47;50949;60;0;0;3;3;5;13;259515,9;Z
2022;SPR;323;311990;8116;2021;65644;2023-01-18 21:26:36;40738;20;21;0;3;3;5;4;790146,77;Z
2022;SPR;16342;32321;2051;2021;65639;2023-01-18 17:46:14;46831;21;0;0;3;3;5;8;324600,84;Z
2022;SPR;16349;32118;9266;2021;65638;2023-01-18 22:05:55;50961;20;22;510;3;3;5;14;205936,83;Z
2022;SPR;8980;94546;672;2021;37243;2022-09-13 17:06:06;45153;55;0;0;3;3;5;1;11066145,04;Z
2022;SPR;9155;49584;7201;2021;32623;2022-03-14 17:39:05;34055;26;26;0;3;3;1;4;1098000;C
2022;SPR;9155;49584;7201;2021;32623;2022-03-14 17:39:05;34067;26;26;0;3;3;3;4;2651250;C
2022;SPR;9158;193944;7201;2021;32565;2022-03-14 17:39:06;34055;26;26;0;3;3;1;4;316000;C
2022;SPR;9159;44630;7201;2020;46158;2022-03-14 17:39:07;34055;26;26;0;3;3;1;4;6451901,79;C
2022;SPR;7987;32321;7170;2021;65639;2023-01-18 17:48:40;46122;60;0;0;3;3;5;1;1437178;Z
2022;SPR;7990;83261;7170;2021;65643;2023-01-19 11:05:35;46125;60;0;0;3;3;5;15;38784,9;Z
2022;SPR;16125;311990;500;2021;65644;2022-04-26 15:13:31;46128;50;0;0;3;3;5;1;9670915,8;X
2022;SPR;16125;311990;500;2021;65644;2022-04-26 15:13:31;46131;50;0;0;3;3;5;4;3914608,23;X
2022;SPR;16934;311990;7201;2021;65644;2023-01-18 21:20:04;49451;26;26;0;3;3;5;3;124324,2;Z
2022;SPR;14458;83261;672;2021;37265;2022-09-21 16:36:46;45153;55;0;0;3;3;5;1;11209720;Z
2022;SPR;3201;82619;489;2021;32722;2022-02-09 18:54:02;16060;45;0;0;3;3;1;1;1777619,73;C
2022;SPR;6955;83261;401;2021;65643;2022-03-01 22:44:03;39400;40;0;0;3;3;5;1;427888,04;C
2022;SPR;6950;311990;401;2021;65644;2023-01-18 21:26:12;39400;40;0;0;3;3;5;1;230841,78;Z
2022;SPR;12661;311990;7201;2021;65644;2023-01-18 21:22:05;49451;26;26;0;3;3;5;3;7915,64;Z
2022;SPR;17809;311990;525;2021;65644;2023-01-18 21:21:36;50941;50;0;0;3;3;5;1;2031656,67;Z
2022;SPR;16077;94546;500;2021;65642;2023-01-19 11:33:39;46137;50;0;0;3;3;5;13;970831,98;Z
2022;SPR;16933;311990;7411;2021;65644;2023-01-18 21:18:41;39382;45;0;0;3;3;5;1;1355249,7;Z
2022;SPR;12668;94546;282;2021;59159;2022-04-05 12:29:03;6641;26;0;0;3;3;5;4;9777046,63;C
2022;SPR;18652;311990;8618;2021;65644;2023-01-18 21:18:27;46545;60;0;602;3;3;5;3;2613283,92;Z
2022;SPR;16408;199719;7140;2021;54913;2022-04-26 16:19:05;44913;70;0;0;3;3;1;15;87468,5;C
2022;SPR;12748;83261;7201;2021;65643;2023-01-19 11:04:43;49456;26;26;0;3;3;5;15;1329168,76;Z
2022;SPR;10602;25975;9764;2019;52184;2022-07-21 15:46:07;23880;55;0;0;3;3;5;1;22132800;Z
2022;SPR;17975;120202;7116;2021;65641;2023-01-19 10:46:08;46121;70;0;0;3;3;5;4;10431669,42;Z
2022;SPR;6935;76848;401;2021;65645;2022-02-27 20:09:02;39400;40;0;0;3;3;5;1;183285,2;C
2022;SPR;7959;32930;7201;2020;46005;2022-03-07 12:14:07;34055;26;26;0;3;3;1;4;2783670,16;C
2022;SPR;7961;49584;7201;2020;46023;2022-03-07 12:14:09;34055;26;26;0;3;3;1;4;12104644,28;C
2022;SPR;8014;32321;500;2021;65639;2023-01-18 17:48:56;46134;50;0;0;3;3;5;9;222442,2;Z
2022;SPR;8020;94546;500;2021;65642;2023-01-19 11:39:08;46136;50;0;0;3;3;5;12;962562,44;Z
2022;SPR;12670;26296;7201;2021;65640;2022-04-05 17:28:03;49456;26;26;0;3;3;5;15;179052,24;X
2022;SPR;18049;49584;7201;2020;46023;2022-05-05 12:54:03;34051;26;26;0;3;3;1;1;10093633,62;C
2022;SPR;5800;96905;7123;2021;59528;2022-02-21 11:29:03;44598;70;0;0;3;3;1;4;863142,4;C
2022;SPR;8489;76848;500;2021;65645;2022-05-30 12:58:08;46128;50;0;0;3;3;5;1;102543,66;Z
2022;SPR;16131;120202;500;2021;65641;2022-04-28 17:59:17;46131;50;0;0;3;3;5;4;510793,2;X
2021;SPR;55245;202308;7201;2020;46098;2022-02-24 13:14:04;35420;26;26;0;3;3;1;4;3592173,4;C
